Athlete,State,Sport,Gender,Age,Coach,Event Type,Medals
Rohan Patil,Tamil Nadu,Mallakhamb,Female,19,Coach Iyer,Pole Mallakhamb,"Silver, Gold"
Rohan Yadav,Punjab,Mallakhamb,Male,35,Coach Sharma,Pole Mallakhamb,"Gold, Bronze"
Rohan Reddy,Haryana,Mallakhamb,Female,19,Coach Sharma,Rope Mallakhamb,"Silver, Silver"
Aman Nair,Gujarat,Mallakhamb,Female,34,Coach Sharma,Pole Mallakhamb,
Anjali Kaur,Kerala,Mallakhamb,Female,35,Coach Patil,Rope Mallakhamb,Bronze
Isha Nair,Tamil Nadu,Mallakhamb,Male,24,Coach Kumar,Pole Mallakhamb,"Gold, Silver"
Aman Desai,Punjab,Mallakhamb,Male,18,Coach Sharma,Rope Mallakhamb,"Silver, Bronze, Gold"
Yash Patil,Tamil Nadu,Mallakhamb,Male,16,Coach Iyer,Pole Mallakhamb,Gold
Anjali Desai,Rajasthan,Mallakhamb,Female,32,Coach Kumar,Pole Mallakhamb,
Aman Nair,Gujarat,Mallakhamb,Female,31,Coach Singh,Pole Mallakhamb,
Rohan Patil,Kerala,Mallakhamb,Female,19,Coach Patil,Pole Mallakhamb,Silver
Anjali Nair,Uttar Pradesh,Mallakhamb,Female,24,Coach Patil,Rope Mallakhamb,Silver
Isha Patil,Karnataka,Mallakhamb,Male,32,Coach Kumar,Rope Mallakhamb,Gold
Rohan Chauhan,Maharashtra,Mallakhamb,Female,32,Coach Patil,Rope Mallakhamb,"Gold, Silver, Bronze"
Rohan Joshi,Punjab,Mallakhamb,Male,33,Coach Patil,Pole Mallakhamb,Bronze
Pooja Reddy,Rajasthan,Mallakhamb,Female,31,Coach Kumar,Rope Mallakhamb,"Bronze, Silver, Gold"
Isha Sharma,Uttar Pradesh,Mallakhamb,Male,26,Coach Iyer,Pole Mallakhamb,"Bronze, Silver"
Dev Nair,Uttar Pradesh,Mallakhamb,Female,16,Coach Patil,Pole Mallakhamb,"Bronze, Silver, Bronze"
Arjun Desai,West Bengal,Mallakhamb,Male,16,Coach Iyer,Rope Mallakhamb,Bronze
Rohan Chauhan,Maharashtra,Mallakhamb,Female,34,Coach Singh,Pole Mallakhamb,
Anjali Patil,West Bengal,Mallakhamb,Female,21,Coach Sharma,Pole Mallakhamb,
Vijay Singh,Karnataka,Mallakhamb,Male,32,Coach Patil,Rope Mallakhamb,Gold
Sakshi Patil,Gujarat,Mallakhamb,Male,24,Coach Kumar,Rope Mallakhamb,
Isha Kaur,Tamil Nadu,Mallakhamb,Male,34,Coach Kumar,Pole Mallakhamb,
Arjun Singh,Maharashtra,Mallakhamb,Male,29,Coach Singh,Rope Mallakhamb,"Silver, Silver"
Sakshi Nair,Rajasthan,Mallakhamb,Female,33,Coach Patil,Rope Mallakhamb,"Silver, Gold"
Isha Singh,Haryana,Mallakhamb,Female,33,Coach Sharma,Rope Mallakhamb,"Bronze, Gold"
Vijay Sharma,Haryana,Mallakhamb,Female,16,Coach Sharma,Pole Mallakhamb,
Rohan Yadav,Haryana,Mallakhamb,Male,26,Coach Iyer,Pole Mallakhamb,Silver
Arjun Chauhan,Karnataka,Mallakhamb,Male,26,Coach Iyer,Rope Mallakhamb,Gold
Vijay Sharma,West Bengal,Mallakhamb,Male,18,Coach Sharma,Rope Mallakhamb,"Gold, Gold"
Dev Sharma,Haryana,Mallakhamb,Male,24,Coach Singh,Rope Mallakhamb,Silver
Pooja Singh,Kerala,Mallakhamb,Male,30,Coach Singh,Rope Mallakhamb,"Bronze, Silver"
Rohan Singh,Uttar Pradesh,Mallakhamb,Female,24,Coach Patil,Rope Mallakhamb,"Bronze, Silver, Silver"
Vijay Joshi,West Bengal,Mallakhamb,Female,26,Coach Kumar,Rope Mallakhamb,"Bronze, Bronze, Silver"
Sakshi Kaur,Haryana,Mallakhamb,Male,34,Coach Kumar,Rope Mallakhamb,Silver
Vijay Reddy,Karnataka,Mallakhamb,Male,18,Coach Singh,Pole Mallakhamb,Bronze
Isha Patil,Rajasthan,Mallakhamb,Female,25,Coach Patil,Pole Mallakhamb,"Bronze, Silver"
Rohan Reddy,Gujarat,Mallakhamb,Male,26,Coach Iyer,Pole Mallakhamb,"Silver, Gold, Gold"
Arjun Chauhan,West Bengal,Mallakhamb,Female,16,Coach Patil,Pole Mallakhamb,"Bronze, Silver, Silver"
Anjali Kaur,Punjab,Mallakhamb,Female,19,Coach Sharma,Rope Mallakhamb,
Pooja Chauhan,Uttar Pradesh,Mallakhamb,Female,33,Coach Kumar,Rope Mallakhamb,"Silver, Silver"
Dev Chauhan,Punjab,Mallakhamb,Female,30,Coach Patil,Pole Mallakhamb,
Arjun Reddy,Haryana,Mallakhamb,Male,18,Coach Patil,Rope Mallakhamb,"Gold, Bronze, Bronze"
Arjun Chauhan,Rajasthan,Mallakhamb,Female,21,Coach Singh,Pole Mallakhamb,"Bronze, Bronze, Gold"
Pooja Patil,Haryana,Mallakhamb,Male,17,Coach Kumar,Pole Mallakhamb,"Bronze, Gold"
Rohan Chauhan,Haryana,Mallakhamb,Female,16,Coach Singh,Rope Mallakhamb,"Gold, Silver, Silver"
Aman Sharma,West Bengal,Mallakhamb,Male,35,Coach Iyer,Pole Mallakhamb,"Gold, Gold, Gold"
Rohan Kaur,Tamil Nadu,Mallakhamb,Male,18,Coach Singh,Rope Mallakhamb,"Silver, Gold, Gold"
Anjali Kaur,Rajasthan,Mallakhamb,Female,29,Coach Iyer,Pole Mallakhamb,Bronze
Anjali Joshi,Uttar Pradesh,Mallakhamb,Male,18,Coach Patil,Rope Mallakhamb,Gold
Anjali Desai,Haryana,Mallakhamb,Female,16,Coach Singh,Rope Mallakhamb,
Isha Kaur,Uttar Pradesh,Mallakhamb,Male,19,Coach Kumar,Rope Mallakhamb,Bronze
Sakshi Singh,Rajasthan,Mallakhamb,Female,25,Coach Singh,Rope Mallakhamb,
Isha Nair,Uttar Pradesh,Mallakhamb,Female,28,Coach Sharma,Rope Mallakhamb,"Bronze, Bronze, Silver"
Arjun Singh,Punjab,Mallakhamb,Female,23,Coach Patil,Rope Mallakhamb,"Silver, Silver"
Isha Nair,Maharashtra,Mallakhamb,Female,28,Coach Singh,Pole Mallakhamb,
Aman Patil,Maharashtra,Mallakhamb,Female,26,Coach Kumar,Pole Mallakhamb,"Silver, Silver"
Pooja Patil,Maharashtra,Mallakhamb,Female,18,Coach Patil,Rope Mallakhamb,
Dev Chauhan,Rajasthan,Mallakhamb,Female,16,Coach Sharma,Rope Mallakhamb,"Gold, Bronze"
Anjali Patil,Maharashtra,Mallakhamb,Male,19,Coach Kumar,Pole Mallakhamb,Silver
Yash Sharma,Rajasthan,Mallakhamb,Female,33,Coach Singh,Rope Mallakhamb,"Silver, Bronze, Gold"
Isha Singh,Tamil Nadu,Mallakhamb,Male,19,Coach Sharma,Rope Mallakhamb,
Yash Singh,Kerala,Mallakhamb,Female,16,Coach Sharma,Rope Mallakhamb,"Silver, Silver"
Yash Nair,Maharashtra,Mallakhamb,Male,23,Coach Iyer,Rope Mallakhamb,"Bronze, Bronze"
Pooja Kaur,Kerala,Mallakhamb,Female,29,Coach Patil,Rope Mallakhamb,Bronze
Dev Nair,Maharashtra,Mallakhamb,Female,20,Coach Kumar,Rope Mallakhamb,"Gold, Silver, Gold"
Arjun Singh,Karnataka,Mallakhamb,Male,20,Coach Singh,Pole Mallakhamb,Gold
Sakshi Joshi,Uttar Pradesh,Mallakhamb,Female,30,Coach Sharma,Rope Mallakhamb,Silver
Pooja Desai,Kerala,Mallakhamb,Female,21,Coach Patil,Rope Mallakhamb,"Bronze, Silver"
Aman Kaur,Gujarat,Mallakhamb,Female,16,Coach Sharma,Pole Mallakhamb,"Gold, Silver, Gold"
Dev Yadav,Tamil Nadu,Mallakhamb,Female,26,Coach Sharma,Pole Mallakhamb,Silver
Sakshi Joshi,Punjab,Mallakhamb,Male,34,Coach Patil,Pole Mallakhamb,"Bronze, Silver, Gold"
Pooja Desai,West Bengal,Mallakhamb,Female,16,Coach Patil,Pole Mallakhamb,
Aman Kaur,Punjab,Mallakhamb,Female,35,Coach Iyer,Rope Mallakhamb,"Silver, Bronze"
Dev Sharma,Rajasthan,Mallakhamb,Male,28,Coach Patil,Pole Mallakhamb,
Rohan Sharma,Uttar Pradesh,Mallakhamb,Male,26,Coach Patil,Rope Mallakhamb,"Silver, Bronze"
Pooja Kaur,West Bengal,Mallakhamb,Female,18,Coach Patil,Pole Mallakhamb,"Bronze, Bronze"
Aman Sharma,Kerala,Mallakhamb,Female,32,Coach Kumar,Pole Mallakhamb,"Bronze, Silver, Silver"
Pooja Patil,Kerala,Mallakhamb,Female,23,Coach Sharma,Pole Mallakhamb,Gold
Yash Yadav,Punjab,Mallakhamb,Female,17,Coach Singh,Pole Mallakhamb,"Gold, Silver"
Anjali Chauhan,West Bengal,Mallakhamb,Male,32,Coach Iyer,Rope Mallakhamb,
Aman Chauhan,Maharashtra,Mallakhamb,Female,20,Coach Iyer,Pole Mallakhamb,"Bronze, Bronze"
Sakshi Nair,Karnataka,Mallakhamb,Male,18,Coach Sharma,Rope Mallakhamb,
Vijay Yadav,Gujarat,Mallakhamb,Female,16,Coach Iyer,Rope Mallakhamb,"Silver, Bronze, Bronze"
Anjali Joshi,Uttar Pradesh,Mallakhamb,Female,31,Coach Sharma,Rope Mallakhamb,"Bronze, Gold"
Aman Kaur,Rajasthan,Mallakhamb,Female,16,Coach Kumar,Rope Mallakhamb,
Isha Nair,Gujarat,Mallakhamb,Female,26,Coach Patil,Pole Mallakhamb,"Silver, Silver"
Pooja Kaur,Gujarat,Mallakhamb,Female,31,Coach Singh,Pole Mallakhamb,"Silver, Gold"
Pooja Patil,Tamil Nadu,Mallakhamb,Male,24,Coach Singh,Pole Mallakhamb,Gold
Yash Sharma,Maharashtra,Mallakhamb,Female,33,Coach Iyer,Rope Mallakhamb,"Bronze, Gold"
Aman Chauhan,West Bengal,Mallakhamb,Male,22,Coach Patil,Rope Mallakhamb,"Bronze, Gold"
Vijay Sharma,Gujarat,Mallakhamb,Male,32,Coach Sharma,Rope Mallakhamb,"Bronze, Gold"
Aman Reddy,Rajasthan,Mallakhamb,Female,30,Coach Kumar,Pole Mallakhamb,
Aman Sharma,Gujarat,Mallakhamb,Male,17,Coach Singh,Rope Mallakhamb,Silver
Sakshi Desai,West Bengal,Mallakhamb,Female,25,Coach Patil,Rope Mallakhamb,
Aman Patil,Kerala,Mallakhamb,Male,18,Coach Sharma,Rope Mallakhamb,
Sakshi Kaur,Uttar Pradesh,Mallakhamb,Male,26,Coach Patil,Rope Mallakhamb,
Aman Singh,Uttar Pradesh,Mallakhamb,Female,28,Coach Patil,Pole Mallakhamb,
Anjali Kaur,Rajasthan,Mallakhamb,Female,35,Coach Iyer,Rope Mallakhamb,
Isha Yadav,Rajasthan,Mallakhamb,Male,19,Coach Sharma,Pole Mallakhamb,"Silver, Silver"
Arjun Singh,Karnataka,Mallakhamb,Female,20,Coach Sharma,Rope Mallakhamb,
Vijay Joshi,West Bengal,Mallakhamb,Female,33,Coach Patil,Pole Mallakhamb,
Isha Sharma,Uttar Pradesh,Mallakhamb,Female,30,Coach Patil,Pole Mallakhamb,
Anjali Singh,Uttar Pradesh,Mallakhamb,Female,35,Coach Sharma,Pole Mallakhamb,"Bronze, Gold"
Yash Yadav,Punjab,Mallakhamb,Female,25,Coach Iyer,Rope Mallakhamb,Silver
Dev Desai,Rajasthan,Mallakhamb,Male,34,Coach Iyer,Rope Mallakhamb,"Silver, Silver"
Vijay Patil,Punjab,Mallakhamb,Male,20,Coach Singh,Pole Mallakhamb,"Gold, Silver, Silver"
Arjun Joshi,Haryana,Mallakhamb,Female,29,Coach Iyer,Pole Mallakhamb,Silver
Rohan Patil,Punjab,Mallakhamb,Male,32,Coach Kumar,Rope Mallakhamb,Gold
Sakshi Joshi,Uttar Pradesh,Mallakhamb,Male,20,Coach Sharma,Pole Mallakhamb,
Isha Patil,Tamil Nadu,Mallakhamb,Male,21,Coach Iyer,Pole Mallakhamb,
Rohan Reddy,Tamil Nadu,Mallakhamb,Male,23,Coach Sharma,Rope Mallakhamb,Bronze
Arjun Reddy,Tamil Nadu,Mallakhamb,Female,16,Coach Patil,Pole Mallakhamb,"Bronze, Bronze, Gold"
Isha Singh,Maharashtra,Mallakhamb,Male,28,Coach Kumar,Pole Mallakhamb,"Gold, Silver, Bronze"
Pooja Kaur,Haryana,Mallakhamb,Female,32,Coach Patil,Pole Mallakhamb,"Gold, Silver, Silver"
Dev Patil,Karnataka,Mallakhamb,Male,29,Coach Kumar,Rope Mallakhamb,Bronze
Arjun Joshi,Haryana,Mallakhamb,Male,28,Coach Singh,Pole Mallakhamb,"Gold, Silver, Silver"
Rohan Yadav,Haryana,Mallakhamb,Male,22,Coach Sharma,Rope Mallakhamb,"Bronze, Silver, Gold"
Anjali Yadav,Maharashtra,Mallakhamb,Male,17,Coach Sharma,Pole Mallakhamb,Bronze
Arjun Yadav,Maharashtra,Mallakhamb,Male,16,Coach Singh,Rope Mallakhamb,"Silver, Silver, Bronze"
Arjun Joshi,Maharashtra,Mallakhamb,Male,32,Coach Patil,Pole Mallakhamb,"Bronze, Silver"
Aman Yadav,Gujarat,Mallakhamb,Female,21,Coach Patil,Pole Mallakhamb,
Aman Desai,Karnataka,Mallakhamb,Female,30,Coach Singh,Pole Mallakhamb,"Silver, Bronze, Silver"
Arjun Reddy,Karnataka,Mallakhamb,Female,30,Coach Patil,Rope Mallakhamb,"Bronze, Gold, Silver"
Pooja Sharma,Tamil Nadu,Mallakhamb,Male,34,Coach Patil,Rope Mallakhamb,"Gold, Bronze, Gold"
Arjun Joshi,Uttar Pradesh,Mallakhamb,Male,24,Coach Kumar,Rope Mallakhamb,"Gold, Bronze"
Arjun Kaur,Punjab,Mallakhamb,Female,32,Coach Sharma,Rope Mallakhamb,
Yash Joshi,West Bengal,Mallakhamb,Female,27,Coach Iyer,Rope Mallakhamb,"Silver, Gold, Gold"
Arjun Joshi,Punjab,Mallakhamb,Female,21,Coach Patil,Pole Mallakhamb,
Arjun Joshi,Maharashtra,Mallakhamb,Male,30,Coach Sharma,Pole Mallakhamb,Silver
Dev Desai,Tamil Nadu,Mallakhamb,Male,31,Coach Kumar,Pole Mallakhamb,"Bronze, Gold"
Yash Kaur,Gujarat,Mallakhamb,Female,22,Coach Iyer,Rope Mallakhamb,Silver
Yash Chauhan,Tamil Nadu,Mallakhamb,Male,20,Coach Iyer,Rope Mallakhamb,"Bronze, Bronze"
Rohan Joshi,Rajasthan,Mallakhamb,Male,18,Coach Iyer,Pole Mallakhamb,"Bronze, Bronze"
Sakshi Chauhan,Punjab,Mallakhamb,Male,28,Coach Kumar,Pole Mallakhamb,"Gold, Silver, Gold"
Aman Nair,West Bengal,Mallakhamb,Male,31,Coach Iyer,Rope Mallakhamb,
Vijay Patil,Uttar Pradesh,Mallakhamb,Female,33,Coach Kumar,Pole Mallakhamb,
Pooja Sharma,Haryana,Mallakhamb,Male,22,Coach Sharma,Pole Mallakhamb,
Rohan Joshi,Karnataka,Mallakhamb,Female,21,Coach Sharma,Pole Mallakhamb,"Bronze, Silver"
Anjali Sharma,Gujarat,Mallakhamb,Female,33,Coach Iyer,Pole Mallakhamb,Gold
Anjali Reddy,Rajasthan,Mallakhamb,Female,35,Coach Patil,Pole Mallakhamb,
Vijay Sharma,West Bengal,Mallakhamb,Female,18,Coach Iyer,Pole Mallakhamb,Silver
Isha Reddy,Uttar Pradesh,Mallakhamb,Female,17,Coach Sharma,Pole Mallakhamb,Bronze
Pooja Reddy,Punjab,Mallakhamb,Female,30,Coach Singh,Rope Mallakhamb,Bronze
Sakshi Chauhan,Uttar Pradesh,Mallakhamb,Female,29,Coach Singh,Rope Mallakhamb,"Bronze, Silver, Bronze"
Pooja Yadav,Rajasthan,Mallakhamb,Male,35,Coach Kumar,Rope Mallakhamb,"Gold, Bronze"
Aman Sharma,Uttar Pradesh,Mallakhamb,Female,19,Coach Iyer,Rope Mallakhamb,
Arjun Patil,Gujarat,Mallakhamb,Female,17,Coach Singh,Pole Mallakhamb,
Rohan Singh,Uttar Pradesh,Mallakhamb,Male,32,Coach Sharma,Rope Mallakhamb,
Sakshi Singh,Rajasthan,Mallakhamb,Female,32,Coach Singh,Pole Mallakhamb,"Gold, Silver"
Sakshi Chauhan,Punjab,Mallakhamb,Male,18,Coach Iyer,Pole Mallakhamb,Bronze
Anjali Singh,Karnataka,Mallakhamb,Male,21,Coach Sharma,Rope Mallakhamb,
Rohan Joshi,Kerala,Mallakhamb,Female,28,Coach Patil,Pole Mallakhamb,"Gold, Bronze, Gold"
Anjali Nair,Maharashtra,Mallakhamb,Female,27,Coach Sharma,Pole Mallakhamb,"Bronze, Silver"
Sakshi Yadav,Gujarat,Mallakhamb,Female,17,Coach Iyer,Rope Mallakhamb,
Aman Joshi,Rajasthan,Mallakhamb,Male,33,Coach Iyer,Rope Mallakhamb,"Silver, Gold, Bronze"
Aman Desai,Gujarat,Mallakhamb,Female,16,Coach Singh,Rope Mallakhamb,"Gold, Silver"
Rohan Reddy,Tamil Nadu,Mallakhamb,Female,24,Coach Patil,Rope Mallakhamb,"Gold, Bronze"
Isha Nair,West Bengal,Mallakhamb,Female,23,Coach Iyer,Rope Mallakhamb,"Silver, Silver"
Vijay Joshi,Haryana,Mallakhamb,Male,23,Coach Kumar,Pole Mallakhamb,"Bronze, Gold"
Anjali Nair,Punjab,Mallakhamb,Female,35,Coach Kumar,Rope Mallakhamb,Bronze
Yash Singh,Uttar Pradesh,Mallakhamb,Male,21,Coach Iyer,Rope Mallakhamb,"Bronze, Silver, Silver"
Vijay Nair,Punjab,Mallakhamb,Female,24,Coach Kumar,Pole Mallakhamb,Silver
Aman Chauhan,Punjab,Mallakhamb,Female,20,Coach Iyer,Rope Mallakhamb,"Silver, Bronze, Silver"
Isha Sharma,Punjab,Mallakhamb,Male,19,Coach Singh,Rope Mallakhamb,
Anjali Desai,Uttar Pradesh,Mallakhamb,Male,22,Coach Patil,Rope Mallakhamb,Gold
Vijay Chauhan,Tamil Nadu,Mallakhamb,Male,31,Coach Singh,Rope Mallakhamb,Silver
Isha Desai,Uttar Pradesh,Mallakhamb,Female,17,Coach Singh,Rope Mallakhamb,"Gold, Bronze"
Yash Joshi,Maharashtra,Mallakhamb,Female,30,Coach Kumar,Rope Mallakhamb,Gold
Rohan Singh,Rajasthan,Mallakhamb,Male,30,Coach Iyer,Rope Mallakhamb,Gold
Aman Desai,Rajasthan,Mallakhamb,Female,19,Coach Patil,Pole Mallakhamb,
Anjali Reddy,Punjab,Mallakhamb,Male,23,Coach Singh,Rope Mallakhamb,
Yash Sharma,Gujarat,Mallakhamb,Male,22,Coach Sharma,Rope Mallakhamb,"Silver, Bronze, Bronze"
Aman Nair,West Bengal,Mallakhamb,Female,32,Coach Singh,Rope Mallakhamb,"Silver, Gold, Silver"
Rohan Desai,Rajasthan,Mallakhamb,Female,34,Coach Patil,Rope Mallakhamb,"Silver, Silver, Gold"
Pooja Patil,Karnataka,Mallakhamb,Male,22,Coach Kumar,Pole Mallakhamb,
Pooja Sharma,Maharashtra,Mallakhamb,Male,33,Coach Singh,Pole Mallakhamb,Gold
Pooja Kaur,Tamil Nadu,Mallakhamb,Male,32,Coach Iyer,Pole Mallakhamb,Gold
Vijay Singh,Gujarat,Mallakhamb,Male,27,Coach Iyer,Pole Mallakhamb,"Gold, Bronze, Bronze"
Arjun Reddy,Punjab,Mallakhamb,Male,31,Coach Sharma,Rope Mallakhamb,"Gold, Bronze, Bronze"
Yash Yadav,Punjab,Mallakhamb,Male,29,Coach Sharma,Pole Mallakhamb,Bronze
Yash Yadav,Haryana,Mallakhamb,Male,23,Coach Patil,Rope Mallakhamb,Gold
Yash Singh,Gujarat,Mallakhamb,Male,20,Coach Sharma,Rope Mallakhamb,"Silver, Gold"
Dev Reddy,West Bengal,Mallakhamb,Female,20,Coach Kumar,Rope Mallakhamb,
Yash Joshi,Rajasthan,Mallakhamb,Male,34,Coach Iyer,Rope Mallakhamb,
Anjali Nair,Punjab,Mallakhamb,Male,35,Coach Iyer,Rope Mallakhamb,Gold
Yash Joshi,Rajasthan,Mallakhamb,Female,19,Coach Sharma,Rope Mallakhamb,"Gold, Bronze"
Yash Desai,West Bengal,Mallakhamb,Male,28,Coach Patil,Rope Mallakhamb,"Bronze, Silver"
Aman Joshi,Haryana,Mallakhamb,Male,27,Coach Patil,Pole Mallakhamb,"Gold, Silver"
Isha Patil,Gujarat,Mallakhamb,Female,19,Coach Sharma,Pole Mallakhamb,"Bronze, Bronze"
Anjali Yadav,Maharashtra,Mallakhamb,Female,32,Coach Singh,Rope Mallakhamb,Gold
Vijay Yadav,Kerala,Mallakhamb,Female,22,Coach Iyer,Rope Mallakhamb,Silver
Pooja Joshi,Uttar Pradesh,Mallakhamb,Male,25,Coach Kumar,Pole Mallakhamb,"Gold, Silver"
Isha Joshi,Karnataka,Mallakhamb,Male,17,Coach Kumar,Rope Mallakhamb,"Silver, Silver"
Yash Sharma,Uttar Pradesh,Mallakhamb,Female,31,Coach Patil,Pole Mallakhamb,"Bronze, Bronze, Bronze"
Dev Patil,Gujarat,Mallakhamb,Female,27,Coach Singh,Pole Mallakhamb,"Gold, Silver"
Pooja Nair,Tamil Nadu,Mallakhamb,Female,22,Coach Kumar,Rope Mallakhamb,"Bronze, Gold, Silver"
Sakshi Sharma,Uttar Pradesh,Mallakhamb,Female,33,Coach Iyer,Rope Mallakhamb,Silver
Anjali Singh,Gujarat,Mallakhamb,Female,35,Coach Patil,Rope Mallakhamb,
Rohan Joshi,Kerala,Mallakhamb,Female,31,Coach Singh,Rope Mallakhamb,"Bronze, Bronze"
Anjali Kaur,Maharashtra,Mallakhamb,Male,22,Coach Patil,Rope Mallakhamb,Bronze
Yash Joshi,Tamil Nadu,Mallakhamb,Female,29,Coach Sharma,Pole Mallakhamb,Silver
Aman Nair,West Bengal,Mallakhamb,Male,25,Coach Singh,Pole Mallakhamb,Gold
Rohan Reddy,Tamil Nadu,Mallakhamb,Female,34,Coach Singh,Pole Mallakhamb,
Aman Sharma,Tamil Nadu,Mallakhamb,Male,27,Coach Singh,Pole Mallakhamb,Bronze
Vijay Yadav,Karnataka,Mallakhamb,Female,29,Coach Singh,Pole Mallakhamb,
Sakshi Singh,Kerala,Mallakhamb,Female,17,Coach Sharma,Rope Mallakhamb,
Pooja Chauhan,Rajasthan,Mallakhamb,Male,31,Coach Iyer,Rope Mallakhamb,"Bronze, Gold"
Dev Kaur,Haryana,Mallakhamb,Male,16,Coach Iyer,Pole Mallakhamb,"Gold, Silver, Silver"
Dev Joshi,Gujarat,Mallakhamb,Female,34,Coach Sharma,Rope Mallakhamb,Bronze
Arjun Kaur,Rajasthan,Mallakhamb,Female,21,Coach Singh,Rope Mallakhamb,"Silver, Bronze, Gold"
Anjali Desai,West Bengal,Mallakhamb,Male,22,Coach Patil,Pole Mallakhamb,Gold
Aman Singh,Haryana,Mallakhamb,Female,29,Coach Singh,Pole Mallakhamb,Silver
Arjun Nair,Kerala,Mallakhamb,Female,28,Coach Sharma,Pole Mallakhamb,"Gold, Gold"
Pooja Sharma,West Bengal,Mallakhamb,Female,18,Coach Sharma,Pole Mallakhamb,Gold
Pooja Nair,Gujarat,Mallakhamb,Male,20,Coach Patil,Pole Mallakhamb,Bronze
Dev Sharma,Kerala,Mallakhamb,Male,19,Coach Iyer,Pole Mallakhamb,"Silver, Gold, Silver"
Arjun Patil,Gujarat,Mallakhamb,Female,22,Coach Iyer,Rope Mallakhamb,"Gold, Gold, Gold"
Dev Sharma,Tamil Nadu,Mallakhamb,Male,27,Coach Iyer,Rope Mallakhamb,"Gold, Silver, Silver"
Vijay Nair,Gujarat,Mallakhamb,Female,24,Coach Singh,Pole Mallakhamb,
Arjun Desai,Haryana,Mallakhamb,Male,19,Coach Patil,Rope Mallakhamb,"Gold, Silver"
Arjun Patil,Karnataka,Mallakhamb,Female,30,Coach Kumar,Pole Mallakhamb,
Rohan Singh,Tamil Nadu,Mallakhamb,Female,35,Coach Iyer,Rope Mallakhamb,
Dev Yadav,West Bengal,Mallakhamb,Female,26,Coach Singh,Rope Mallakhamb,Bronze
Arjun Desai,Gujarat,Mallakhamb,Male,24,Coach Sharma,Pole Mallakhamb,Silver
Dev Kaur,Kerala,Mallakhamb,Male,33,Coach Singh,Pole Mallakhamb,
Anjali Desai,Gujarat,Mallakhamb,Female,16,Coach Patil,Rope Mallakhamb,"Bronze, Gold"
Aman Patil,Karnataka,Mallakhamb,Male,22,Coach Singh,Rope Mallakhamb,
Vijay Singh,Kerala,Mallakhamb,Male,22,Coach Iyer,Rope Mallakhamb,
Aman Yadav,Gujarat,Mallakhamb,Female,20,Coach Kumar,Pole Mallakhamb,Silver
Pooja Patil,Tamil Nadu,Mallakhamb,Male,16,Coach Singh,Rope Mallakhamb,"Gold, Silver, Silver"
Vijay Desai,West Bengal,Mallakhamb,Female,19,Coach Sharma,Rope Mallakhamb,Bronze
Arjun Kaur,Tamil Nadu,Mallakhamb,Male,34,Coach Kumar,Rope Mallakhamb,Bronze
Anjali Joshi,Punjab,Mallakhamb,Male,34,Coach Singh,Pole Mallakhamb,"Bronze, Gold, Gold"
Isha Joshi,Rajasthan,Mallakhamb,Male,34,Coach Kumar,Pole Mallakhamb,"Gold, Bronze, Silver"
Vijay Kaur,Uttar Pradesh,Mallakhamb,Male,32,Coach Singh,Rope Mallakhamb,
Sakshi Desai,Haryana,Mallakhamb,Male,32,Coach Iyer,Pole Mallakhamb,"Gold, Bronze, Silver"
Pooja Nair,Gujarat,Mallakhamb,Female,18,Coach Patil,Pole Mallakhamb,"Gold, Gold, Bronze"
Isha Yadav,Kerala,Mallakhamb,Female,32,Coach Iyer,Rope Mallakhamb,"Bronze, Silver, Bronze"
Yash Kaur,Karnataka,Mallakhamb,Male,25,Coach Kumar,Pole Mallakhamb,Bronze
Dev Patil,Kerala,Mallakhamb,Male,29,Coach Iyer,Rope Mallakhamb,Gold
Sakshi Reddy,Rajasthan,Mallakhamb,Female,22,Coach Patil,Pole Mallakhamb,
Isha Singh,Tamil Nadu,Kabaddi,Male,20,Coach Iyer,Defender,"Gold, Gold, Gold"
Aman Nair,Karnataka,Kabaddi,Female,33,Coach Singh,Raider,Gold
Dev Desai,Haryana,Kabaddi,Female,16,Coach Sharma,Defender,Silver
Isha Desai,Maharashtra,Kabaddi,Female,22,Coach Patil,Defender,Bronze
Rohan Yadav,Tamil Nadu,Kabaddi,Female,27,Coach Singh,Defender,"Gold, Silver, Gold"
Vijay Singh,Maharashtra,Kabaddi,Male,18,Coach Kumar,Raider,Bronze
Anjali Kaur,Kerala,Kabaddi,Female,31,Coach Iyer,Defender,
Pooja Chauhan,Gujarat,Kabaddi,Female,17,Coach Singh,Raider,"Bronze, Gold, Gold"
Sakshi Chauhan,Gujarat,Kabaddi,Male,30,Coach Iyer,Raider,Silver
Isha Desai,Maharashtra,Kabaddi,Female,19,Coach Sharma,Defender,
Yash Nair,Haryana,Kabaddi,Male,31,Coach Singh,Defender,"Silver, Silver"
Isha Joshi,Haryana,Kabaddi,Female,34,Coach Singh,Defender,Silver
Vijay Patil,Haryana,Kabaddi,Female,35,Coach Iyer,Raider,Bronze
Sakshi Joshi,Maharashtra,Kabaddi,Female,24,Coach Singh,All-rounder,Silver
Anjali Singh,Rajasthan,Kabaddi,Male,34,Coach Singh,All-rounder,"Gold, Bronze"
Vijay Desai,Kerala,Kabaddi,Male,35,Coach Kumar,Defender,
Sakshi Chauhan,Punjab,Kabaddi,Female,27,Coach Kumar,All-rounder,
Arjun Kaur,Haryana,Kabaddi,Male,29,Coach Iyer,Defender,Gold
